customer_id,Recency,Frequency,Monetary,Loyalty
13725,50,8,1980.5600000000004,Repeat
13726,39,2,1079.6600000000003,Repeat
13727,29,8,1074.15,Repeat
13728,37,16,2855.1700000000033,Repeat
13729,436,3,724.7300000000001,Repeat
13730,136,2,752.5999999999998,Repeat
13731,219,2,610.5899999999999,Repeat
13732,28,1,491.86,One-time
13733,411,2,487.03,Repeat
13734,509,4,6695.689999999998,Repeat
13735,25,13,9762.770000000002,Repeat
13736,5,7,2752.469999999995,Repeat
13737,200,1,339.59999999999997,One-time
13738,396,1,434.7799999999999,One-time
13739,18,2,292.2,Repeat
13740,241,5,1582.7700000000002,Repeat
13741,72,3,668.43,Repeat
13742,17,12,3107.870000000001,Repeat
13743,3,7,1341.5999999999997,Repeat
13744,95,2,1080.52,Repeat
13745,162,2,777.3600000000002,Repeat
13746,414,1,176.69,One-time
13747,374,2,169.79999999999998,Repeat
13748,96,9,2064.35,Repeat
13750,54,11,3602.1800000000007,Repeat
13751,288,1,296.24999999999994,One-time
13752,124,7,1579.8300000000004,Repeat
13753,288,4,2094.5700000000006,Repeat
13754,152,3,447.0499999999999,Repeat
13755,4,9,2108.0600000000013,Repeat
13756,2,23,8655.949999999995,Repeat
13757,675,1,195.55,One-time
13758,12,15,8698.129999999996,Repeat
13759,33,2,659.41,Repeat
13760,54,5,1363.6399999999999,Repeat
13761,50,6,1952.1699999999996,Repeat
13762,219,5,2472.48,Repeat
13763,63,3,5217.440000000001,Repeat
13764,71,6,2919.620000000001,Repeat
13765,653,1,352.82099999999997,One-time
13766,495,1,190.34999999999997,One-time
13767,2,73,33903.57000000009,Repeat
13768,727,2,875.97,Repeat
13769,2,20,5478.119999999996,Repeat
13770,422,4,785.3699999999999,Repeat
13771,64,9,5728.819999999998,Repeat
13772,34,8,3100.020000000002,Repeat
13773,397,2,301.54,Repeat
13774,82,1,344.99999999999994,One-time
13775,591,1,1049.66,One-time
13776,428,2,623.98,Repeat
13777,1,61,49638.26000000002,Repeat
13778,103,4,1124.49,Repeat
13779,516,1,161.12999999999997,One-time
13780,7,3,732.0700000000003,Repeat
13781,251,3,778.8300000000004,Repeat
13782,13,13,1786.080000000002,Repeat
13783,488,4,1542.09,Repeat
13784,10,14,2910.23,Repeat
13785,429,4,542.49,Repeat
13786,367,6,3127.9900000000002,Repeat
13787,76,6,1222.5,Repeat
13788,505,1,3.75,One-time
13789,388,1,239.45999999999998,One-time
13790,4,1,348.79999999999995,One-time
13791,128,2,1516.0,Repeat
13792,66,3,383.94999999999993,Repeat
13793,647,1,96.0,One-time
13794,547,1,126.03000000000002,One-time
13795,388,4,836.2999999999998,Repeat
13796,499,1,289.7,One-time
13797,437,3,1179.4499999999998,Repeat
13798,1,110,75428.8700000001,Repeat
13799,117,9,2803.57,Repeat
13800,310,3,1679.5600000000009,Repeat
13801,67,1,324.79999999999995,One-time
13802,139,19,26259.11000000001,Repeat
13803,255,3,1338.9100000000003,Repeat
13804,31,9,3161.1200000000013,Repeat
13805,52,2,924.5999999999999,Repeat
13806,64,1,256.38,One-time
13807,367,3,422.2,Repeat
13808,6,5,1747.66,Repeat
13809,305,3,679.7000000000002,Repeat
13810,29,3,1499.01,Repeat
13811,184,3,814.5,Repeat
13812,42,3,538.9999999999999,Repeat
13813,40,8,2765.4700000000007,Repeat
13814,92,3,2257.3200000000006,Repeat
13815,22,8,7475.7400000000025,Repeat
13816,24,2,571.6700000000001,Repeat
13817,29,2,382.9799999999999,Repeat
13818,430,1,61.28,One-time
13819,302,6,2642.3500000000004,Repeat
13820,418,3,652.7500000000001,Repeat
13821,145,6,1379.0800000000008,Repeat
13822,6,2,632.0000000000001,Repeat
13823,19,7,3403.449999999998,Repeat
13824,33,12,3314.7599999999998,Repeat
13825,622,2,255.59000000000003,Repeat
13826,176,1,189.5,One-time
13827,58,3,409.7999999999998,Repeat
13828,22,1,209.49000000000004,One-time
13829,421,1,102.0,One-time
13830,582,1,156.85,One-time
13831,16,18,6585.54,Repeat
13832,19,2,609.8899999999998,Repeat
13833,159,2,700.4099999999999,Repeat
13834,577,2,324.19,Repeat
13835,25,7,1095.2700000000002,Repeat
13836,399,2,620.37,Repeat
13837,212,2,266.59000000000003,Repeat
13838,6,10,1690.0700000000063,Repeat
13839,486,1,139.95,One-time
13840,416,1,651.4000000000003,One-time
13841,253,1,85.0,One-time
13842,59,18,5319.3399999999965,Repeat
13843,381,1,319.75000000000006,One-time
13844,11,1,361.62,One-time
13845,65,1,312.98,One-time
13846,25,4,1307.79,Repeat
13847,720,1,310.7199999999999,One-time
13848,92,8,3015.0,Repeat
13849,52,5,3469.3000000000006,Repeat
13850,129,1,1595.4799999999996,One-time
13851,96,8,4606.459999999999,Repeat
13852,611,1,187.35000000000002,One-time
13853,57,1,1090.14,One-time
13854,9,39,11944.560000000009,Repeat
13855,501,4,1310.34,Repeat
13856,169,11,1142.0300000000002,Repeat
13857,393,6,1001.0099999999999,Repeat
13858,57,1,216.16999999999996,One-time
13859,326,2,515.86,Repeat
13860,1,5,1245.9000000000003,Repeat
13861,429,2,273.26,Repeat
13862,18,9,2556.0899999999997,Repeat
13863,248,4,1239.5500000000002,Repeat
13864,387,1,662.4000000000001,One-time
13865,58,4,501.56,Repeat
13866,74,1,145.67,One-time
13867,31,3,1005.0900000000001,Repeat
13868,7,2,3192.54,Repeat
13869,123,10,7996.8699999999935,Repeat
13870,2,15,5712.080000000001,Repeat
13871,23,17,7885.8499999999985,Repeat
13872,527,3,919.5700000000002,Repeat
13873,120,8,1038.92,Repeat
13874,358,7,2049.15,Repeat
13875,54,14,4814.370000000001,Repeat
13876,64,1,122.69999999999999,One-time
13877,86,3,449.68000000000006,Repeat
13878,55,4,2416.900000000001,Repeat
13879,646,1,395.5,One-time
13880,21,17,4293.860000000001,Repeat
13881,4,43,45179.1,Repeat
13882,3,5,1191.1299999999999,Repeat
13883,11,15,6560.019999999999,Repeat
13884,7,10,1825.0300000000007,Repeat
13885,189,2,506.8000000000001,Repeat
13886,71,1,243.56000000000003,One-time
13887,204,1,349.54999999999995,One-time
13888,120,7,2001.5900000000013,Repeat
13889,93,6,1991.2300000000007,Repeat
13890,1,14,2927.3799999999983,Repeat
13891,378,3,859.21,Repeat
13892,27,6,1267.6499999999999,Repeat
13893,298,1,821.1,One-time
13894,24,3,564.62,Repeat
13895,28,6,4008.5200000000004,Repeat
13896,626,1,388.55,One-time
13897,50,3,1160.72,Repeat
13898,326,2,686.3999999999999,Repeat
13899,16,2,388.52000000000004,Repeat
13900,183,6,1610.59,Repeat
13901,72,15,5676.339999999997,Repeat
13902,632,5,34095.26,Repeat
13903,400,1,165.45000000000002,One-time
13904,37,2,332.63999999999993,Repeat
13905,733,1,312.65000000000003,One-time
13906,409,1,42.0,One-time
13907,692,1,136.8,One-time
13908,80,4,2369.5499999999984,Repeat
13909,423,2,282.84999999999997,Repeat
13911,57,20,4234.990000000001,Repeat
13912,424,1,124.94999999999999,One-time
13913,507,1,42.22,One-time
13914,12,2,626.4499999999999,Repeat
13915,394,1,70.80000000000001,One-time
13916,464,4,1275.8100000000006,Repeat
13917,50,2,272.04,Repeat
13918,50,2,1212.8400000000001,Repeat
13919,59,4,1360.6800000000003,Repeat
13920,432,4,1774.6800000000005,Repeat
13921,402,4,730.7000000000003,Repeat
13922,352,3,865.1999999999999,Repeat
13923,54,1,351.13000000000005,One-time
13924,2,6,1838.8500000000001,Repeat
13925,93,4,678.2499999999999,Repeat
13926,23,1,223.85000000000002,One-time
13927,75,2,708.26,Repeat
13928,11,4,464.56999999999994,Repeat
13929,169,11,3494.099999999999,Repeat
13930,58,2,337.3399999999999,Repeat
13931,96,11,5257.3799999999965,Repeat
13932,295,1,307.4,One-time
13933,109,2,608.7899999999998,Repeat
13934,264,1,922.0999999999997,One-time
13935,597,3,6116.920000000001,Repeat
13936,180,3,939.6599999999996,Repeat
13937,169,2,880.1300000000003,Repeat
13938,35,1,71.66,One-time
13939,23,7,1560.9600000000003,Repeat
13940,17,4,839.1400000000002,Repeat
13941,22,15,10027.179999999998,Repeat
13942,535,1,320.0,One-time
13943,578,1,246.54000000000002,One-time
13944,653,1,200.43000000000004,One-time
13945,395,2,854.1499999999999,Repeat
13946,79,6,1876.23,Repeat
13947,65,1,90.6,One-time
13948,361,4,548.76,Repeat
13949,3,6,2427.3199999999974,Repeat
13950,11,4,745.0600000000001,Repeat
13951,176,3,674.4499999999998,Repeat
13952,218,14,12823.521000000002,Repeat
13953,7,12,6640.680000000002,Repeat
13954,2,2,439.92,Repeat
13955,154,3,544.0699999999998,Repeat
13956,5,5,1019.2700000000003,Repeat
13957,418,3,458.2499999999999,Repeat
13958,380,8,4709.229999999996,Repeat
13959,79,6,1064.7699999999998,Repeat
13960,21,2,230.22,Repeat
13961,392,1,538.4000000000001,One-time
13962,22,3,362.8,Repeat
13963,308,17,2860.5699999999997,Repeat
13964,387,2,438.90000000000003,Repeat
13965,477,3,996.6100000000002,Repeat
13966,435,1,384.26000000000005,One-time
13967,146,2,166.3,Repeat
13968,423,1,123.66,One-time
13969,7,35,12973.45999999999,Repeat
13970,386,2,846.55,Repeat
13971,19,14,4667.570000000002,Repeat
13972,71,2,190.25000000000009,Repeat
13973,287,1,264.7,One-time
13974,49,2,677.7200000000004,Repeat
13975,31,12,5256.399999999996,Repeat
13976,207,4,1192.36,Repeat
13977,411,1,519.81,One-time
13978,15,2,196.79,Repeat
13979,73,7,3379.930000000002,Repeat
13980,60,5,768.8199999999998,Repeat
13981,416,1,331.13999999999993,One-time
13982,39,9,3954.290000000002,Repeat
13983,30,21,6753.8899999999985,Repeat
13984,27,12,1893.8,Repeat
13985,4,22,10020.859999999991,Repeat
13986,17,1,320.46000000000004,One-time
13987,380,2,682.5400000000001,Repeat
13988,20,8,4757.8,Repeat
13989,66,5,2026.0599999999995,Repeat
13990,213,1,311.3,One-time
13991,12,6,852.88,Repeat
13992,30,3,219.5,Repeat
13993,43,19,6775.709999999999,Repeat
13994,4,6,2274.140000000001,Repeat
13995,15,14,3902.01,Repeat
13996,386,2,895.7600000000001,Repeat
13997,519,3,376.46,Repeat
13998,447,3,566.6999999999999,Repeat
13999,10,29,9502.259999999991,Repeat
14000,211,5,2046.3399999999992,Repeat
14001,46,9,4228.850000000001,Repeat
14002,134,2,529.73,Repeat
14003,733,1,209.41,One-time
14004,43,11,6258.450000000003,Repeat
14005,10,5,2874.7200000000007,Repeat
14006,116,7,2196.67,Repeat
14007,513,1,79.48,One-time
14008,432,1,509.03999999999996,One-time
14009,198,3,1099.9099999999999,Repeat
14010,565,2,445.1499999999999,Repeat
14011,480,2,457.8199999999999,Repeat
14012,278,1,328.8,One-time
14013,110,5,1084.57,Repeat
14014,77,3,1948.2100000000007,Repeat
14015,53,1,917.34,One-time
14016,162,11,11403.410000000002,Repeat
14017,571,1,229.75000000000003,One-time
14018,645,1,367.15,One-time
14019,47,3,1421.6100000000004,Repeat
14020,17,4,1249.01,Repeat
14021,155,7,1716.5800000000004,Repeat
14022,225,2,792.1500000000001,Repeat
14023,7,2,584.0699999999998,Repeat
14024,122,3,645.74,Repeat
14025,465,8,4057.900000000001,Repeat
14026,471,2,713.11,Repeat
14027,61,1,104.82000000000002,One-time
14028,550,3,10396.5,Repeat
14029,63,2,467.65999999999997,Repeat
14030,18,20,7521.799999999981,Repeat
14031,7,44,39019.51000000004,Repeat
14032,2,16,4546.410000000003,Repeat
14033,555,1,109.44,One-time
14034,22,3,648.8900000000001,Repeat
14035,29,9,2794.7499999999986,Repeat
14036,285,1,626.6499999999999,One-time
14037,176,6,836.9500000000003,Repeat
14038,78,5,3069.88,Repeat
14039,33,2,267.28000000000003,Repeat
14040,41,35,12523.810000000005,Repeat
14041,266,1,141.41,One-time
14042,725,1,431.9799999999999,One-time
14043,491,2,302.59999999999997,Repeat
14044,27,10,3077.6999999999966,Repeat
14045,109,16,10986.63,Repeat
14046,284,1,154.98999999999998,One-time
14047,9,14,3968.109999999999,Repeat
14048,305,3,748.6899999999999,Repeat
14049,17,13,13023.400000000023,Repeat
14050,32,2,746.3600000000001,Repeat
14051,1,37,21770.979999999996,Repeat
14052,20,2,466.6599999999998,Repeat
14053,124,4,572.3,Repeat
14054,65,1,92.46,One-time
14055,106,3,1520.96,Repeat
14056,1,23,8152.709999999982,Repeat
14057,24,22,8346.660000000003,Repeat
14058,463,2,469.18999999999994,Repeat
14059,267,1,183.59999999999997,One-time
14060,5,30,8898.240000000009,Repeat
14061,507,3,917.43,Repeat
14062,10,24,25585.64999999999,Repeat
14063,438,9,22710.199999999997,Repeat
14064,29,15,3260.24,Repeat
14065,389,3,891.0200000000001,Repeat
14066,267,1,152.55,One-time
14067,64,2,374.69999999999993,Repeat
14068,320,4,1516.7200000000003,Repeat
14069,515,2,225.81000000000006,Repeat
14070,685,1,321.59999999999997,One-time
14071,4,8,1437.5700000000027,Repeat
14072,667,1,390.8500000000001,One-time
14073,32,1,151.04,One-time
14074,623,1,219.4,One-time
14075,5,6,1734.8700000000003,Repeat
14076,129,1,118.66999999999997,One-time
14077,41,6,615.0799999999998,Repeat
14078,102,9,1553.4700000000005,Repeat
14079,125,2,618.7299999999999,Repeat
14080,33,5,1115.6799999999998,Repeat
14081,302,10,4867.5699999999815,Repeat
14082,365,2,413.36,Repeat
14083,4,11,1082.1899999999998,Repeat
14084,512,1,150.5,One-time
14085,2,33,9720.669999999986,Repeat
14086,463,1,39.95,One-time
14087,3,3,829.4699999999991,Repeat
14088,10,16,64036.80000000004,Repeat
14089,57,1,158.75,One-time
14090,325,1,76.32000000000001,One-time
14091,654,2,9530.080000000002,Repeat
14092,8,24,7229.449999999991,Repeat
14093,12,1,433.85999999999996,One-time
14094,440,1,311.7699999999999,One-time
14095,723,1,2.95,One-time
14096,4,17,65164.78999999966,Repeat
14097,481,2,422.8599999999999,Repeat
14098,37,1,147.34999999999997,One-time
14099,16,20,5750.909999999996,Repeat
14100,138,1,191.95000000000002,One-time
14101,74,13,9961.93,Repeat
14102,5,5,1105.88,Repeat
14104,155,5,743.5299999999997,Repeat
14105,239,5,5988.829999999997,Repeat
14106,737,1,214.79999999999998,One-time
14107,52,11,4877.299999999996,Repeat
14108,31,4,1044.96,Repeat
14109,73,1,144.2,One-time
14110,4,33,12987.949999999993,Repeat
14111,14,4,692.85,Repeat
14112,23,13,5834.590000000006,Repeat
14113,4,16,7092.609999999999,Repeat
14114,274,7,1364.0900000000008,Repeat
14115,502,2,622.67,Repeat
14116,20,5,1382.7400000000002,Repeat
14117,144,1,90.0,One-time
14118,429,1,458.45,One-time
14119,376,2,183.37,Repeat
14121,4,4,2780.1499999999996,Repeat
14122,406,3,362.41999999999996,Repeat
14123,733,1,436.17999999999995,One-time
14124,84,1,419.58000000000004,One-time
14125,11,3,2720.6300000000015,Repeat
14126,8,4,1172.4599999999998,Repeat
14127,123,6,1900.080000000001,Repeat
14128,61,3,924.2100000000004,Repeat
14129,2,9,2591.340000000001,Repeat
14130,319,4,1858.7700000000011,Repeat
14131,649,1,168.22,One-time
14132,2,11,3586.030000000001,Repeat
14133,130,4,911.1399999999999,Repeat
14134,383,15,11123.349999999997,Repeat
14135,2,24,8839.67,Repeat
14136,401,5,1570.8100000000002,Repeat
14137,696,1,332.7,One-time
14138,2,2,965.8800000000005,Repeat
14139,46,4,1086.8000000000002,Repeat
14140,4,2,935.0499999999996,Repeat
14141,3,4,915.1300000000002,Repeat
14142,373,2,671.34,Repeat
14143,134,1,115.8,One-time
14144,486,1,30.599999999999998,One-time
14145,47,7,7600.050000000001,Repeat
14146,9,12,9450.299999999992,Repeat
14147,78,9,2590.2000000000003,Repeat
14148,234,2,466.2900000000001,Repeat
14149,221,1,446.62000000000006,One-time
14150,36,2,658.6400000000001,Repeat
14151,673,2,679.4500000000002,Repeat
14152,75,7,1997.3399999999995,Repeat
14153,483,1,233.39999999999992,One-time
14154,239,8,6460.699999999992,Repeat
14155,266,1,118.75,One-time
14156,10,156,313437.62000000046,Repeat
14157,20,5,978.6899999999998,Repeat
14158,40,1,507.66000000000014,One-time
14159,20,20,7860.800000000002,Repeat
14160,610,7,8421.470000000001,Repeat
14161,216,7,2996.93,Repeat
14162,174,2,289.36000000000007,Repeat
14163,87,5,2594.620000000001,Repeat
14164,71,2,1631.7700000000002,Repeat
14165,276,1,120.44,One-time
14166,505,2,251.15,Repeat
14167,39,8,1274.2900000000004,Repeat
14168,421,2,370.45,Repeat
14169,431,2,621.5100000000002,Repeat
14170,375,3,570.1800000000001,Repeat
14171,98,2,498.7899999999998,Repeat
14172,605,3,369.01999999999987,Repeat
14173,11,6,586.0,Repeat
14174,33,1,134.46,One-time
14175,60,8,7678.879999999998,Repeat
14176,297,5,756.4600000000002,Repeat
14177,86,13,2209.6900000000023,Repeat
14178,9,7,1600.26,Repeat
14179,41,2,701.5699999999997,Repeat
14180,11,33,6117.499999999993,Repeat
14181,411,2,308.3500000000001,Repeat
14182,444,4,678.7700000000001,Repeat
14183,411,2,278.3399999999999,Repeat
14184,67,1,452.89,One-time
14185,331,1,197.65,One-time
14186,427,5,1550.630000000001,Repeat
14187,474,1,123.5,One-time
14188,31,6,2054.3599999999997,Repeat
14189,2,16,5503.149999999998,Repeat
14190,666,1,79.9,One-time
14191,2,15,4817.660000000002,Repeat
14192,388,1,293.74,One-time
14193,68,3,1210.1900000000003,Repeat
14194,5,36,18670.58999999994,Repeat
14195,202,6,2615.600000000001,Repeat
14196,107,1,335.52,One-time
14197,411,1,390.05,One-time
14198,18,9,1569.7300000000002,Repeat
14199,218,4,1091.7000000000003,Repeat
14200,617,1,379.20000000000005,One-time
14201,60,10,1193.5399999999997,Repeat
14202,381,3,847.76,Repeat
14203,397,1,339.34,One-time
14204,2,4,1024.8300000000006,Repeat
14205,17,9,2414.200000000003,Repeat
14206,239,3,1185.0100000000007,Repeat
14207,688,1,157.8,One-time
14208,95,2,567.05,Repeat
14209,11,15,4993.269999999999,Repeat
14210,106,16,5556.569999999994,Repeat
14211,53,18,4402.29,Repeat
14212,90,2,2190.14,Repeat
14213,405,1,1192.2,One-time
14214,31,5,1004.3799999999997,Repeat
14215,12,9,3250.3299999999995,Repeat
14216,3,5,2150.0400000000004,Repeat
14217,2,23,3298.59,Repeat
14218,43,1,169.48000000000002,One-time
14219,4,3,633.83,Repeat
14220,247,4,1514.9999999999998,Repeat
14221,42,17,6517.489999999992,Repeat
14222,177,1,683.17,One-time
14223,92,3,991.13,Repeat
14224,110,9,1841.7100000000016,Repeat
14225,435,4,2031.0700000000002,Repeat
14226,29,6,2985.1299999999983,Repeat
14227,26,15,6368.710000000005,Repeat
14228,438,3,745.5,Repeat
14229,52,7,2594.04,Repeat
14230,436,3,979.8000000000002,Repeat
14231,184,4,1235.62,Repeat
14232,43,5,2048.0700000000006,Repeat
14233,49,7,2904.270000000001,Repeat
14234,22,4,754.1200000000003,Repeat
14235,75,9,4717.990000000001,Repeat
14236,81,5,1555.3400000000006,Repeat
14237,373,2,471.14,Repeat
14238,326,3,434.2300000000001,Repeat
14239,43,21,4263.170000000004,Repeat
14240,30,3,1247.49,Repeat
14241,184,2,333.7,Repeat
14242,235,2,280.55,Repeat
14243,9,17,7217.750000000001,Repeat
14244,661,1,366.4200000000001,One-time
14245,220,2,1693.4499999999996,Repeat
14246,111,3,1474.0600000000006,Repeat
14247,278,5,753.5600000000003,Repeat
14248,318,3,1032.9499999999998,Repeat
14249,411,12,5400.461000000001,Repeat
14250,7,3,1904.0500000000002,Repeat
14251,2,5,2879.7000000000003,Repeat
14252,381,1,350.99,One-time
14253,493,2,363.4,Repeat
14254,433,1,601.03,One-time
14255,546,1,1000.63,One-time
14256,260,5,2460.790000000001,Repeat
14257,64,9,5954.450000000002,Repeat
14258,9,25,32051.340000000015,Repeat
14259,142,1,120.0,One-time
14260,471,3,824.28,Repeat
14261,51,2,1163.4499999999998,Repeat
14262,8,8,2618.230000000001,Repeat
14263,423,1,322.93,One-time
14264,155,6,1517.3600000000006,Repeat
14265,109,4,1373.3499999999997,Repeat
14266,428,1,40.56,One-time
14267,163,3,1516.2399999999998,Repeat
14268,471,1,354.84999999999997,One-time
14269,439,1,295.73,One-time
14270,332,1,492.6499999999999,One-time
14271,226,2,214.18,Repeat
14272,74,4,920.8099999999998,Repeat
14273,51,4,559.9700000000001,Repeat
14274,686,1,256.6,One-time
14275,396,6,1189.3799999999999,Repeat
14276,99,7,2102.6800000000007,Repeat
14277,15,9,17197.61000000001,Repeat
14278,410,1,205.82999999999996,One-time
14279,521,2,191.86,Repeat
14280,197,1,134.04,One-time
14281,408,1,245.15,One-time
14282,3,25,7250.760000000011,Repeat
14283,463,4,628.4400000000002,Repeat
14284,31,3,1299.6499999999994,Repeat
14285,21,8,3284.4199999999996,Repeat
14286,24,7,8479.760000000004,Repeat
14287,8,3,176.63,Repeat
14288,213,1,426.6,One-time
14289,9,6,911.2599999999999,Repeat
14290,11,8,4516.56,Repeat
14291,2,23,7904.099999999995,Repeat
14292,8,16,9226.249999999993,Repeat
14293,3,9,2903.0099999999993,Repeat
14294,407,1,375.3399999999999,One-time
14295,40,5,2362.91,Repeat
14296,421,2,456.4,Repeat
14297,18,4,1305.3299999999997,Repeat
14298,8,82,91194.49000000076,Repeat
14299,8,27,14070.250000000002,Repeat
14300,19,1,43.2,One-time
14301,117,4,1992.1800000000005,Repeat
14302,431,3,742.9000000000001,Repeat
14303,407,2,277.94,Repeat
14304,223,3,1725.01,Repeat
14305,71,3,1858.9599999999998,Repeat
14306,51,6,3151.3999999999996,Repeat
14307,89,10,4287.920000000001,Repeat
14308,549,2,1147.02,Repeat
14309,8,11,3780.810000000002,Repeat
14310,433,1,492.1,One-time
14311,243,2,516.45,Repeat
14312,47,11,3090.290000000001,Repeat
14314,107,2,229.8,Repeat
14315,45,8,3197.8200000000015,Repeat
14316,422,5,1370.3400000000004,Repeat
14317,65,1,508.58,One-time
14318,460,1,158.02000000000004,One-time
14319,424,1,494.8499999999999,One-time
14320,207,5,1346.7500000000005,Repeat
14321,11,7,2218.06,Repeat
14322,429,4,474.1,Repeat
14323,115,2,605.0600000000002,Repeat
14324,410,2,701.61,Repeat
14325,570,1,245.47999999999993,One-time
14326,242,3,940.9800000000001,Repeat
14327,163,6,1894.9299999999994,Repeat
14328,438,1,445.05,One-time
14329,17,15,9887.619999999992,Repeat
14330,624,1,200.63,One-time
14331,124,2,462.65999999999997,Repeat
14332,23,5,1917.4100000000005,Repeat
14333,68,1,415.2,One-time
14334,17,12,4318.480000000001,Repeat
14335,16,2,454.86,Repeat
14336,17,4,1614.9100000000008,Repeat
14338,161,3,928.0999999999998,Repeat
14339,243,2,620.2699999999999,Repeat
14340,219,1,134.7,One-time
14341,45,18,4452.020000000002,Repeat
14342,21,6,918.44,Repeat
14343,421,4,1079.6600000000005,Repeat
14344,127,20,2993.049999999997,Repeat
14345,39,1,108.97999999999999,One-time
14346,121,5,2315.749999999999,Repeat
14347,737,1,82.60000000000001,One-time
14348,260,1,409.57,One-time
14349,10,1,133.50000000000006,One-time
14350,274,3,972.03,Repeat
14351,165,1,51.0,One-time
14352,157,4,1078.96,Repeat
14353,215,3,376.5,Repeat
14354,6,2,163.62,Repeat
14355,366,3,840.0500000000004,Repeat
14356,80,2,701.23,Repeat
14357,43,1,225.12000000000012,One-time
14358,389,2,400.0599999999999,Repeat
14359,19,3,912.1800000000002,Repeat
14360,32,4,2118.03,Repeat
14361,579,1,214.71000000000004,One-time
14362,22,1,151.50000000000003,One-time
14363,402,2,227.47,Repeat
14364,109,8,3717.349999999999,Repeat
14365,395,2,634.6800000000002,Repeat
14366,525,1,136.0,One-time
14367,8,16,9227.820000000007,Repeat
14368,320,1,155.00000000000003,One-time
14369,642,2,469.1299999999998,Repeat
14370,451,6,1175.78,Repeat
14371,295,1,100.5,One-time
14372,443,2,860.0800000000004,Repeat
14373,358,1,76.55,One-time
14374,541,1,108.0,One-time
14375,185,3,1106.8200000000006,Repeat
14376,683,1,215.46,One-time
14377,191,2,617.05,Repeat
14378,622,1,131.24999999999997,One-time
14379,44,4,1265.1599999999999,Repeat
14380,682,1,48.96,One-time
14381,52,2,625.9399999999995,Repeat
14382,26,2,1193.6300000000017,Repeat
14383,38,3,1247.6899999999998,Repeat
14384,501,1,58.5,One-time
14385,9,3,202.11,Repeat
14386,297,1,142.4,One-time
14387,33,3,1727.6000000000013,Repeat
14388,10,16,6388.200000000007,Repeat
14389,65,5,1898.0099999999993,Repeat
14390,10,13,6150.030000000002,Repeat
14391,577,1,135.60000000000002,One-time
14392,432,1,266.4,One-time
14393,218,1,67.94999999999999,One-time
14394,565,1,93.8,One-time
14395,2,20,7801.929999999999,Repeat
14396,65,7,1969.3800000000033,Repeat
14397,3,19,2612.960000000001,Repeat
14398,401,2,707.7899999999998,Repeat
14399,394,8,2108.2100000000005,Repeat
14400,149,3,1732.4699999999998,Repeat
14401,4,22,6795.899999999991,Repeat
14402,652,1,285.6,One-time
14403,130,6,1880.5099999999998,Repeat
14404,34,13,2724.13,Repeat
14405,387,1,195.0,One-time
14406,119,1,156.75,One-time
14407,107,6,2157.7299999999996,Repeat
14408,11,11,4102.2699999999995,Repeat
14409,71,9,3427.2900000000027,Repeat
14410,92,11,2631.9000000000015,Repeat
14411,311,1,1063.0,One-time
14412,43,3,1426.189999999999,Repeat
14413,362,4,764.5200000000011,Repeat
14414,92,8,2399.330000000001,Repeat
14415,1,23,11980.089999999931,Repeat
14416,22,2,490.22,Repeat
14417,388,1,524.6499999999999,One-time
14418,4,3,1937.2500000000002,Repeat
14419,11,7,1254.6399999999996,Repeat
14420,99,4,1639.1699999999996,Repeat
14421,57,6,2469.3699999999994,Repeat
14422,1,19,10271.519999999982,Repeat
14423,218,3,916.6099999999999,Repeat
14424,18,1,322.08,One-time
14425,435,3,661.3899999999999,Repeat
14426,24,17,11727.939999999999,Repeat
14427,50,4,1263.5199999999998,Repeat
14428,7,5,1224.0600000000004,Repeat
14429,404,1,516.28,One-time
14430,512,3,1220.9,Repeat
14431,303,4,2614.199999999999,Repeat
14432,10,6,2248.499999999998,Repeat
14433,466,1,280.7,One-time
14434,22,6,1372.8,Repeat
14435,502,1,90.42,One-time
14436,99,2,271.70000000000005,Repeat
14437,366,5,873.3400000000001,Repeat
14438,306,1,131.9,One-time
14439,320,5,9443.04,Repeat
14440,8,13,5982.03,Repeat
14441,1,11,4611.689999999998,Repeat
14442,205,7,5367.02,Repeat
14443,54,5,2082.9700000000003,Repeat
14444,456,1,120.44,One-time
14445,456,1,221.64999999999992,One-time
14446,1,5,1200.280000000002,Repeat
14447,19,6,1711.729999999999,Repeat
14448,9,2,375.35,Repeat
14449,19,8,2230.9600000000014,Repeat
14450,181,7,1128.4399999999998,Repeat
14451,60,12,3258.679999999999,Repeat
14452,11,4,658.9499999999997,Repeat
14453,190,1,119.93000000000002,One-time
14454,376,5,977.3000000000005,Repeat
14455,432,4,617.7199999999996,Repeat
14456,5,9,3017.279999999998,Repeat
14457,311,1,113.64,One-time
14458,381,1,228.06999999999996,One-time
14459,155,2,5375.740999999999,Repeat
14460,110,9,1093.5000000000002,Repeat
14461,148,13,6676.910000000001,Repeat
14462,66,12,2242.810000000001,Repeat
14463,98,4,786.5699999999999,Repeat
14464,568,2,110.99999999999999,Repeat
14465,247,11,3925.849999999997,Repeat
14466,29,13,4267.149999999999,Repeat
14467,18,12,2203.240000000001,Repeat
14468,734,1,204.24000000000004,One-time
14469,416,4,2093.4600000000005,Repeat
14470,12,3,712.0400000000001,Repeat
14471,591,2,400.95000000000005,Repeat
14472,104,9,2118.720000000001,Repeat
14473,74,2,234.34,Repeat
14474,46,2,1258.89,Repeat
14475,72,4,1151.15,Repeat
14476,257,1,193.00000000000003,One-time
