customer_id,Recency,Frequency,Monetary,RecencyBucket,FrequencyBucket
13737.0,200,1,339.59999999999997,180+,1
13738.0,396,1,434.7799999999999,180+,1
13739.0,18,2,292.2,0-30,2-3
13740.0,241,5,1582.7700000000002,180+,4-5
13741.0,72,3,668.4300000000001,61-90,2-3
13742.0,17,12,3107.870000000001,0-30,6+
13743.0,3,7,1341.5999999999997,0-30,6+
13744.0,95,2,1080.52,91-180,2-3
13745.0,162,2,777.3600000000002,91-180,2-3
13746.0,414,1,176.69,180+,1
13747.0,374,2,169.79999999999998,180+,2-3
13748.0,96,9,2064.3500000000004,91-180,6+
13750.0,54,11,3602.1800000000007,31-60,6+
13751.0,288,1,296.24999999999994,180+,1
13752.0,124,7,1579.8300000000004,91-180,6+
13753.0,288,4,2094.5700000000006,180+,4-5
13754.0,152,3,447.0499999999999,91-180,2-3
13755.0,4,9,2108.0600000000013,0-30,6+
13756.0,2,23,8655.949999999997,0-30,6+
13757.0,675,1,195.55,180+,1
13758.0,12,15,8698.129999999996,0-30,6+
13759.0,33,2,659.41,31-60,2-3
13760.0,54,5,1363.6399999999999,31-60,4-5
13761.0,50,6,1952.1699999999996,31-60,6+
13762.0,219,5,2472.48,180+,4-5
13763.0,63,3,5217.440000000001,61-90,2-3
13764.0,71,6,2919.620000000001,61-90,6+
13765.0,653,1,352.82099999999997,180+,1
13766.0,495,1,190.34999999999997,180+,1
13767.0,2,73,33903.57000000009,0-30,6+
13768.0,727,2,875.9700000000001,180+,2-3
13769.0,2,20,5478.119999999996,0-30,6+
13770.0,422,4,785.3699999999999,180+,4-5
13771.0,64,9,5728.819999999998,61-90,6+
13772.0,34,8,3100.020000000002,31-60,6+
13773.0,397,2,301.5400000000001,180+,2-3
13774.0,82,1,344.99999999999994,61-90,1
13775.0,591,1,1049.6600000000003,180+,1
13776.0,428,2,623.98,180+,2-3
13777.0,1,61,49638.26000000002,0-30,6+
13778.0,103,4,1124.49,91-180,4-5
13779.0,516,1,161.12999999999997,180+,1
13780.0,7,3,732.0700000000003,0-30,2-3
13781.0,251,3,778.8300000000004,180+,2-3
13782.0,13,13,1786.080000000002,0-30,6+
13783.0,488,4,1542.09,180+,4-5
13784.0,10,14,2910.23,0-30,6+
13785.0,429,4,542.49,180+,4-5
13786.0,367,6,3127.9900000000002,180+,6+
13787.0,76,6,1222.5,61-90,6+
13788.0,505,1,3.75,180+,1
13789.0,388,1,239.46,180+,1
13790.0,4,1,348.79999999999995,0-30,1
13791.0,128,2,1516.0,91-180,2-3
13792.0,66,3,383.95000000000005,61-90,2-3
13793.0,647,1,96.0,180+,1
13794.0,547,1,126.03000000000002,180+,1
13795.0,388,4,836.2999999999998,180+,4-5
13796.0,499,1,289.7,180+,1
13797.0,437,3,1179.4499999999998,180+,2-3
13798.0,1,110,75428.8700000001,0-30,6+
13799.0,117,9,2803.57,91-180,6+
13800.0,310,3,1679.5600000000009,180+,2-3
13801.0,67,1,324.8,61-90,1
13802.0,139,19,26259.11000000001,91-180,6+
13803.0,255,3,1338.9100000000003,180+,2-3
13804.0,31,9,3161.1200000000013,31-60,6+
13805.0,52,2,924.5999999999999,31-60,2-3
13806.0,64,1,256.38,61-90,1
13807.0,367,3,422.2,180+,2-3
13808.0,6,5,1747.66,0-30,4-5
13809.0,305,3,679.7000000000002,180+,2-3
13810.0,29,3,1499.01,0-30,2-3
13811.0,184,3,814.5,180+,2-3
13812.0,42,3,539.0,31-60,2-3
13813.0,40,8,2765.4700000000007,31-60,6+
13814.0,92,3,2257.3200000000006,91-180,2-3
13815.0,22,8,7475.7400000000025,0-30,6+
13816.0,24,2,571.6700000000001,0-30,2-3
13817.0,29,2,382.9799999999999,0-30,2-3
13818.0,430,1,61.28,180+,1
13819.0,302,6,2642.3500000000004,180+,6+
13820.0,418,3,652.7500000000001,180+,2-3
13821.0,145,6,1379.0800000000008,91-180,6+
13822.0,6,2,632.0000000000001,0-30,2-3
13823.0,19,7,3403.4499999999985,0-30,6+
13824.0,33,12,3314.7599999999998,31-60,6+
13825.0,622,2,255.59000000000003,180+,2-3
13826.0,176,1,189.5,91-180,1
13827.0,58,3,409.7999999999998,31-60,2-3
13828.0,22,1,209.49000000000004,0-30,1
13829.0,421,1,102.0,180+,1
13830.0,582,1,156.85,180+,1
13831.0,16,18,6585.54,0-30,6+
13832.0,19,2,609.8899999999998,0-30,2-3
13833.0,159,2,700.4099999999999,91-180,2-3
13834.0,577,2,324.19,180+,2-3
13835.0,25,7,1095.2700000000002,0-30,6+
13836.0,399,2,620.3700000000001,180+,2-3
13837.0,212,2,266.59000000000003,180+,2-3
13838.0,6,10,1690.0700000000063,0-30,6+
13839.0,486,1,139.95,180+,1
13840.0,416,1,651.4000000000003,180+,1
13841.0,253,1,85.0,180+,1
13842.0,59,18,5319.3399999999965,31-60,6+
13843.0,381,1,319.75000000000006,180+,1
13844.0,11,1,361.62,0-30,1
13845.0,65,1,312.98,61-90,1
13846.0,25,4,1307.79,0-30,4-5
13847.0,720,1,310.71999999999997,180+,1
13848.0,92,8,3015.0,91-180,6+
13849.0,52,5,3469.3000000000006,31-60,4-5
13850.0,129,1,1595.4799999999996,91-180,1
13851.0,96,8,4606.459999999999,91-180,6+
13852.0,611,1,187.35000000000002,180+,1
13853.0,57,1,1090.1399999999999,31-60,1
13854.0,9,39,11944.560000000009,0-30,6+
13855.0,501,4,1310.34,180+,4-5
13856.0,169,11,1142.0300000000002,91-180,6+
13857.0,393,6,1001.0099999999999,180+,6+
13858.0,57,1,216.16999999999996,31-60,1
13859.0,326,2,515.86,180+,2-3
13860.0,1,5,1245.9000000000003,0-30,4-5
13861.0,429,2,273.26,180+,2-3
13862.0,18,9,2556.0899999999997,0-30,6+
13863.0,248,4,1239.5500000000002,180+,4-5
13864.0,387,1,662.4000000000002,180+,1
13865.0,58,4,501.56,31-60,4-5
13866.0,74,1,145.67000000000002,61-90,1
13867.0,31,3,1005.0900000000001,31-60,2-3
13868.0,7,2,3192.54,0-30,2-3
13869.0,123,10,7996.8699999999935,91-180,6+
13870.0,2,15,5712.080000000001,0-30,6+
13871.0,23,17,7885.8499999999985,0-30,6+
13872.0,527,3,919.5700000000002,180+,2-3
13873.0,120,8,1038.92,91-180,6+
13874.0,358,7,2049.15,180+,6+
13875.0,54,14,4814.370000000001,31-60,6+
13876.0,64,1,122.69999999999999,61-90,1
13877.0,86,3,449.67999999999995,61-90,2-3
13878.0,55,4,2416.900000000001,31-60,4-5
13879.0,646,1,395.5,180+,1
13880.0,21,17,4293.860000000001,0-30,6+
13881.0,4,43,45179.1,0-30,6+
13882.0,3,5,1191.1299999999999,0-30,4-5
13883.0,11,15,6560.019999999999,0-30,6+
13884.0,7,10,1825.0300000000007,0-30,6+
13885.0,189,2,506.8000000000001,180+,2-3
13886.0,71,1,243.56000000000003,61-90,1
13887.0,204,1,349.54999999999995,180+,1
13888.0,120,7,2001.5900000000013,91-180,6+
13889.0,93,6,1991.2300000000007,91-180,6+
13890.0,1,14,2927.3799999999983,0-30,6+
13891.0,378,3,859.21,180+,2-3
13892.0,27,6,1267.6499999999999,0-30,6+
13893.0,298,1,821.1,180+,1
13894.0,24,3,564.62,0-30,2-3
13895.0,28,6,4008.5200000000004,0-30,6+
13896.0,626,1,388.55,180+,1
13897.0,50,3,1160.72,31-60,2-3
13898.0,326,2,686.3999999999999,180+,2-3
13899.0,16,2,388.52000000000004,0-30,2-3
13900.0,183,6,1610.59,180+,6+
13901.0,72,15,5676.339999999997,61-90,6+
13902.0,632,5,34095.26,180+,4-5
13903.0,400,1,165.45000000000002,180+,1
13904.0,37,2,332.64,31-60,2-3
13905.0,733,1,312.65000000000003,180+,1
13906.0,409,1,42.0,180+,1
13907.0,692,1,136.8,180+,1
13908.0,80,4,2369.5499999999984,61-90,4-5
13909.0,423,2,282.84999999999997,180+,2-3
13911.0,57,20,4234.990000000001,31-60,6+
13912.0,424,1,124.94999999999999,180+,1
13913.0,507,1,42.22,180+,1
13914.0,12,2,626.4499999999999,0-30,2-3
13915.0,394,1,70.80000000000001,180+,1
13916.0,464,4,1275.8100000000006,180+,4-5
13917.0,50,2,272.0400000000001,31-60,2-3
13918.0,50,2,1212.8400000000001,31-60,2-3
13919.0,59,4,1360.6800000000003,31-60,4-5
13920.0,432,4,1774.6800000000005,180+,4-5
13921.0,402,4,730.7000000000004,180+,4-5
13922.0,352,3,865.1999999999999,180+,2-3
13923.0,54,1,351.13000000000005,31-60,1
13924.0,2,6,1838.8500000000001,0-30,6+
13925.0,93,4,678.2499999999999,91-180,4-5
13926.0,23,1,223.85000000000002,0-30,1
13927.0,75,2,708.26,61-90,2-3
13928.0,11,4,464.56999999999994,0-30,4-5
13929.0,169,11,3494.099999999999,91-180,6+
13930.0,58,2,337.3399999999999,31-60,2-3
13931.0,96,11,5257.3799999999965,91-180,6+
13932.0,295,1,307.4,180+,1
13933.0,109,2,608.7899999999998,91-180,2-3
13934.0,264,1,922.0999999999998,180+,1
13935.0,597,3,6116.920000000001,180+,2-3
13936.0,180,3,939.6599999999997,91-180,2-3
13937.0,169,2,880.1300000000003,91-180,2-3
13938.0,35,1,71.66,31-60,1
13939.0,23,7,1560.96,0-30,6+
13940.0,17,4,839.1400000000002,0-30,4-5
13941.0,22,15,10027.179999999998,0-30,6+
13942.0,535,1,320.0,180+,1
13943.0,578,1,246.54000000000002,180+,1
13944.0,653,1,200.43000000000004,180+,1
13945.0,395,2,854.1499999999999,180+,2-3
13946.0,79,6,1876.23,61-90,6+
13947.0,65,1,90.60000000000001,61-90,1
13948.0,361,4,548.76,180+,4-5
13949.0,3,6,2427.3199999999974,0-30,6+
13950.0,11,4,745.0600000000001,0-30,4-5
13951.0,176,3,674.4499999999998,91-180,2-3
13952.0,218,14,12823.521000000002,180+,6+
13953.0,7,12,6640.680000000002,0-30,6+
13954.0,2,2,439.92,0-30,2-3
13955.0,154,3,544.0699999999998,91-180,2-3
13956.0,5,5,1019.2700000000003,0-30,4-5
13957.0,418,3,458.2499999999999,180+,2-3
13958.0,380,8,4709.229999999996,180+,6+
13959.0,79,6,1064.7699999999998,61-90,6+
13960.0,21,2,230.22000000000006,0-30,2-3
13961.0,392,1,538.4000000000001,180+,1
13962.0,22,3,362.8,0-30,2-3
13963.0,308,17,2860.5699999999997,180+,6+
13964.0,387,2,438.90000000000003,180+,2-3
13965.0,477,3,996.6100000000002,180+,2-3
13966.0,435,1,384.26000000000005,180+,1
13967.0,146,2,166.3,91-180,2-3
13968.0,423,1,123.66000000000001,180+,1
13969.0,7,35,12973.45999999999,0-30,6+
13970.0,386,2,846.5500000000001,180+,2-3
13971.0,19,14,4667.570000000002,0-30,6+
13972.0,71,2,190.25000000000009,61-90,2-3
13973.0,287,1,264.7,180+,1
13974.0,49,2,677.7200000000004,31-60,2-3
13975.0,31,12,5256.399999999996,31-60,6+
13976.0,207,4,1192.36,180+,4-5
13977.0,411,1,519.81,180+,1
13978.0,15,2,196.78999999999996,0-30,2-3
13979.0,73,7,3379.9300000000026,61-90,6+
13980.0,60,5,768.8199999999998,31-60,4-5
13981.0,416,1,331.13999999999993,180+,1
13982.0,39,9,3954.290000000002,31-60,6+
13983.0,30,21,6753.8899999999985,0-30,6+
13984.0,27,12,1893.8,0-30,6+
13985.0,4,22,10020.859999999991,0-30,6+
13986.0,17,1,320.46000000000004,0-30,1
13987.0,380,2,682.5400000000001,180+,2-3
13988.0,20,8,4757.8,0-30,6+
13989.0,66,5,2026.0599999999995,61-90,4-5
13990.0,213,1,311.3,180+,1
13991.0,12,6,852.88,0-30,6+
13992.0,30,3,219.5,0-30,2-3
13993.0,43,19,6775.709999999999,31-60,6+
13994.0,4,6,2274.140000000001,0-30,6+
13995.0,15,14,3902.0100000000007,0-30,6+
13996.0,386,2,895.7600000000001,180+,2-3
13997.0,519,3,376.46,180+,2-3
13998.0,447,3,566.7,180+,2-3
13999.0,10,29,9502.259999999991,0-30,6+
14000.0,211,5,2046.3399999999992,180+,4-5
14001.0,46,9,4228.850000000001,31-60,6+
14002.0,134,2,529.73,91-180,2-3
14003.0,733,1,209.41,180+,1
14004.0,43,11,6258.450000000003,31-60,6+
14005.0,10,5,2874.7200000000007,0-30,4-5
14006.0,116,7,2196.67,91-180,6+
14007.0,513,1,79.48,180+,1
14008.0,432,1,509.03999999999996,180+,1
14009.0,198,3,1099.9099999999999,180+,2-3
14010.0,565,2,445.1499999999999,180+,2-3
14011.0,480,2,457.8199999999999,180+,2-3
14012.0,278,1,328.8,180+,1
14013.0,110,5,1084.57,91-180,4-5
14014.0,77,3,1948.2100000000007,61-90,2-3
14015.0,53,1,917.34,31-60,1
14016.0,162,11,11403.410000000002,91-180,6+
14017.0,571,1,229.75000000000003,180+,1
14018.0,645,1,367.1500000000001,180+,1
14019.0,47,3,1421.6100000000004,31-60,2-3
14020.0,17,4,1249.01,0-30,4-5
14021.0,155,7,1716.5800000000004,91-180,6+
14022.0,225,2,792.1500000000002,180+,2-3
14023.0,7,2,584.0699999999999,0-30,2-3
14024.0,122,3,645.7400000000001,91-180,2-3
14025.0,465,8,4057.900000000001,180+,6+
14026.0,471,2,713.11,180+,2-3
14027.0,61,1,104.82000000000002,61-90,1
14028.0,550,3,10396.5,180+,2-3
14029.0,63,2,467.66,61-90,2-3
14030.0,18,20,7521.799999999981,0-30,6+
14031.0,7,44,39019.51000000004,0-30,6+
14032.0,2,16,4546.410000000003,0-30,6+
14033.0,555,1,109.44,180+,1
14034.0,22,3,648.8900000000001,0-30,2-3
14035.0,29,9,2794.749999999999,0-30,6+
14036.0,285,1,626.6499999999999,180+,1
14037.0,176,6,836.9500000000003,91-180,6+
14038.0,78,5,3069.88,61-90,4-5
14039.0,33,2,267.28000000000003,31-60,2-3
14040.0,41,35,12523.810000000005,31-60,6+
14041.0,266,1,141.41,180+,1
14042.0,725,1,431.9799999999999,180+,1
14043.0,491,2,302.59999999999997,180+,2-3
14044.0,27,10,3077.6999999999966,0-30,6+
14045.0,109,16,10986.63,91-180,6+
14046.0,284,1,154.98999999999998,180+,1
14047.0,9,14,3968.109999999999,0-30,6+
14048.0,305,3,748.6899999999999,180+,2-3
14049.0,17,13,13023.400000000023,0-30,6+
14050.0,32,2,746.3600000000002,31-60,2-3
14051.0,1,37,21770.979999999996,0-30,6+
14052.0,20,2,466.6599999999998,0-30,2-3
14053.0,124,4,572.3,91-180,4-5
14054.0,65,1,92.46000000000001,61-90,1
14055.0,106,3,1520.96,91-180,2-3
14056.0,1,23,8152.709999999982,0-30,6+
14057.0,24,22,8346.660000000003,0-30,6+
14058.0,463,2,469.19000000000005,180+,2-3
14059.0,267,1,183.59999999999997,180+,1
14060.0,5,30,8898.240000000009,0-30,6+
14061.0,507,3,917.43,180+,2-3
14062.0,10,24,25585.64999999999,0-30,6+
14063.0,438,9,22710.199999999997,180+,6+
14064.0,29,15,3260.24,0-30,6+
14065.0,389,3,891.0200000000001,180+,2-3
14066.0,267,1,152.55,180+,1
14067.0,64,2,374.69999999999993,61-90,2-3
14068.0,320,4,1516.7200000000003,180+,4-5
14069.0,515,2,225.81000000000006,180+,2-3
14070.0,685,1,321.59999999999997,180+,1
14071.0,4,8,1437.5700000000027,0-30,6+
14072.0,667,1,390.8500000000001,180+,1
14073.0,32,1,151.04,31-60,1
14074.0,623,1,219.4,180+,1
14075.0,5,6,1734.8700000000003,0-30,6+
14076.0,129,1,118.66999999999997,91-180,1
14077.0,41,6,615.0799999999998,31-60,6+
14078.0,102,9,1553.4700000000005,91-180,6+
14079.0,125,2,618.7299999999999,91-180,2-3
14080.0,33,5,1115.6799999999998,31-60,4-5
14081.0,302,10,4867.5699999999815,180+,6+
14082.0,365,2,413.36,180+,2-3
14083.0,4,11,1082.1899999999998,0-30,6+
14084.0,512,1,150.5,180+,1
14085.0,2,33,9720.669999999986,0-30,6+
14086.0,463,1,39.95,180+,1
14087.0,3,3,829.4699999999991,0-30,2-3
14088.0,10,16,64036.80000000004,0-30,6+
14089.0,57,1,158.75,31-60,1
14090.0,325,1,76.32000000000002,180+,1
14091.0,654,2,9530.080000000002,180+,2-3
14092.0,8,24,7229.449999999991,0-30,6+
14093.0,12,1,433.85999999999996,0-30,1
14094.0,440,1,311.7699999999999,180+,1
14095.0,723,1,2.95,180+,1
14096.0,4,17,65164.78999999966,0-30,6+
14097.0,481,2,422.8599999999999,180+,2-3
14098.0,37,1,147.34999999999997,31-60,1
14099.0,16,20,5750.909999999996,0-30,6+
14100.0,138,1,191.95000000000002,91-180,1
14101.0,74,13,9961.93,61-90,6+
14102.0,5,5,1105.88,0-30,4-5
14104.0,155,5,743.5299999999997,91-180,4-5
14105.0,239,5,5988.829999999997,180+,4-5
14106.0,737,1,214.8,180+,1
14107.0,52,11,4877.299999999996,31-60,6+
14108.0,31,4,1044.9600000000003,31-60,4-5
14109.0,73,1,144.20000000000002,61-90,1
14110.0,4,33,12987.949999999993,0-30,6+
14111.0,14,4,692.85,0-30,4-5
14112.0,23,13,5834.590000000006,0-30,6+
14113.0,4,16,7092.609999999999,0-30,6+
14114.0,274,7,1364.0900000000008,180+,6+
14115.0,502,2,622.67,180+,2-3
14116.0,20,5,1382.7400000000002,0-30,4-5
14117.0,144,1,90.0,91-180,1
14118.0,429,1,458.45,180+,1
14119.0,376,2,183.37,180+,2-3
14121.0,4,4,2780.1499999999996,0-30,4-5
14122.0,406,3,362.41999999999996,180+,2-3
14123.0,733,1,436.18000000000006,180+,1
14124.0,84,1,419.58,61-90,1
14125.0,11,3,2720.6300000000015,0-30,2-3
14126.0,8,4,1172.46,0-30,4-5
14127.0,123,6,1900.080000000001,91-180,6+
14128.0,61,3,924.2100000000004,61-90,2-3
14129.0,2,9,2591.340000000001,0-30,6+
14130.0,319,4,1858.7700000000011,180+,4-5
14131.0,649,1,168.22,180+,1
14132.0,2,11,3586.030000000001,0-30,6+
14133.0,130,4,911.1399999999999,91-180,4-5
14134.0,383,15,11123.349999999997,180+,6+
14135.0,2,24,8839.67,0-30,6+
14136.0,401,5,1570.8100000000002,180+,4-5
14137.0,696,1,332.7,180+,1
14138.0,2,2,965.8800000000005,0-30,2-3
14139.0,46,4,1086.8000000000002,31-60,4-5
14140.0,4,2,935.0499999999996,0-30,2-3
14141.0,3,4,915.1300000000003,0-30,4-5
14142.0,373,2,671.34,180+,2-3
14143.0,134,1,115.8,91-180,1
14144.0,486,1,30.6,180+,1
14145.0,47,7,7600.050000000001,31-60,6+
14146.0,9,12,9450.299999999992,0-30,6+
14147.0,78,9,2590.2000000000003,61-90,6+
14148.0,234,2,466.2900000000001,180+,2-3
14149.0,221,1,446.6200000000001,180+,1
14150.0,36,2,658.6400000000001,31-60,2-3
14151.0,673,2,679.4500000000002,180+,2-3
14152.0,75,7,1997.3399999999995,61-90,6+
14153.0,483,1,233.39999999999992,180+,1
14154.0,239,8,6460.699999999992,180+,6+
14155.0,266,1,118.75,180+,1
14156.0,10,156,313437.62000000046,0-30,6+
14157.0,20,5,978.6899999999998,0-30,4-5
14158.0,40,1,507.66000000000014,31-60,1
14159.0,20,20,7860.800000000002,0-30,6+
14160.0,610,7,8421.470000000001,180+,6+
14161.0,216,7,2996.93,180+,6+
14162.0,174,2,289.36000000000007,91-180,2-3
14163.0,87,5,2594.620000000001,61-90,4-5
14164.0,71,2,1631.7700000000002,61-90,2-3
14165.0,276,1,120.44,180+,1
14166.0,505,2,251.15,180+,2-3
14167.0,39,8,1274.2900000000004,31-60,6+
14168.0,421,2,370.45,180+,2-3
14169.0,431,2,621.5100000000002,180+,2-3
14170.0,375,3,570.1800000000001,180+,2-3
14171.0,98,2,498.7899999999998,91-180,2-3
14172.0,605,3,369.01999999999987,180+,2-3
14173.0,11,6,586.0,0-30,6+
14174.0,33,1,134.46,31-60,1
14175.0,60,8,7678.879999999998,31-60,6+
14176.0,297,5,756.4600000000003,180+,4-5
14177.0,86,13,2209.6900000000023,61-90,6+
14178.0,9,7,1600.26,0-30,6+
14179.0,41,2,701.5699999999997,31-60,2-3
14180.0,11,33,6117.499999999993,0-30,6+
14181.0,411,2,308.3500000000001,180+,2-3
14182.0,444,4,678.7700000000001,180+,4-5
14183.0,411,2,278.3399999999999,180+,2-3
14184.0,67,1,452.89,61-90,1
14185.0,331,1,197.65,180+,1
14186.0,427,5,1550.630000000001,180+,4-5
14187.0,474,1,123.5,180+,1
14188.0,31,6,2054.3599999999997,31-60,6+
14189.0,2,16,5503.149999999998,0-30,6+
14190.0,666,1,79.9,180+,1
14191.0,2,15,4817.660000000002,0-30,6+
14192.0,388,1,293.74,180+,1
14193.0,68,3,1210.1900000000003,61-90,2-3
14194.0,5,36,18670.58999999994,0-30,6+
14195.0,202,6,2615.600000000001,180+,6+
14196.0,107,1,335.52,91-180,1
14197.0,411,1,390.05,180+,1
14198.0,18,9,1569.7300000000002,0-30,6+
14199.0,218,4,1091.7000000000003,180+,4-5
14200.0,617,1,379.20000000000005,180+,1
14201.0,60,10,1193.54,31-60,6+
14202.0,381,3,847.76,180+,2-3
14203.0,397,1,339.34,180+,1
14204.0,2,4,1024.8300000000006,0-30,4-5
14205.0,17,9,2414.200000000003,0-30,6+
14206.0,239,3,1185.0100000000007,180+,2-3
14207.0,688,1,157.8,180+,1
14208.0,95,2,567.05,91-180,2-3
14209.0,11,15,4993.269999999999,0-30,6+
14210.0,106,16,5556.569999999994,91-180,6+
14211.0,53,18,4402.29,31-60,6+
14212.0,90,2,2190.1400000000003,61-90,2-3
14213.0,405,1,1192.2000000000003,180+,1
14214.0,31,5,1004.3799999999997,31-60,4-5
14215.0,12,9,3250.3299999999995,0-30,6+
14216.0,3,5,2150.04,0-30,4-5
14217.0,2,23,3298.59,0-30,6+
14218.0,43,1,169.48000000000002,31-60,1
14219.0,4,3,633.83,0-30,2-3
14220.0,247,4,1514.9999999999998,180+,4-5
14221.0,42,17,6517.489999999992,31-60,6+
14222.0,177,1,683.17,91-180,1
14223.0,92,3,991.13,91-180,2-3
14224.0,110,9,1841.7100000000016,91-180,6+
14225.0,435,4,2031.0700000000002,180+,4-5
14226.0,29,6,2985.1299999999983,0-30,6+
14227.0,26,15,6368.710000000005,0-30,6+
14228.0,438,3,745.5,180+,2-3
14229.0,52,7,2594.04,31-60,6+
14230.0,436,3,979.8000000000002,180+,2-3
14231.0,184,4,1235.62,180+,4-5
14232.0,43,5,2048.0700000000006,31-60,4-5
14233.0,49,7,2904.2700000000004,31-60,6+
14234.0,22,4,754.1200000000003,0-30,4-5
14235.0,75,9,4717.990000000001,61-90,6+
14236.0,81,5,1555.3400000000006,61-90,4-5
14237.0,373,2,471.14,180+,2-3
14238.0,326,3,434.2300000000001,180+,2-3
14239.0,43,21,4263.170000000004,31-60,6+
14240.0,30,3,1247.4900000000002,0-30,2-3
14241.0,184,2,333.7,180+,2-3
14242.0,235,2,280.55,180+,2-3
14243.0,9,17,7217.750000000001,0-30,6+
14244.0,661,1,366.42,180+,1
14245.0,220,2,1693.4499999999996,180+,2-3
14246.0,111,3,1474.0600000000006,91-180,2-3
14247.0,278,5,753.5600000000003,180+,4-5
14248.0,318,3,1032.9499999999998,180+,2-3
14249.0,411,12,5400.461000000001,180+,6+
14250.0,7,3,1904.0500000000002,0-30,2-3
14251.0,2,5,2879.7000000000003,0-30,4-5
14252.0,381,1,350.99,180+,1
14253.0,493,2,363.4,180+,2-3
14254.0,433,1,601.03,180+,1
14255.0,546,1,1000.63,180+,1
14256.0,260,5,2460.790000000001,180+,4-5
14257.0,64,9,5954.450000000002,61-90,6+
14258.0,9,25,32051.340000000015,0-30,6+
14259.0,142,1,120.0,91-180,1
14260.0,471,3,824.2800000000001,180+,2-3
14261.0,51,2,1163.45,31-60,2-3
14262.0,8,8,2618.230000000001,0-30,6+
14263.0,423,1,322.93,180+,1
14264.0,155,6,1517.3600000000006,91-180,6+
14265.0,109,4,1373.35,91-180,4-5
14266.0,428,1,40.56,180+,1
14267.0,163,3,1516.2399999999998,91-180,2-3
14268.0,471,1,354.84999999999997,180+,1
14269.0,439,1,295.73,180+,1
14270.0,332,1,492.6499999999999,180+,1
14271.0,226,2,214.18,180+,2-3
14272.0,74,4,920.8099999999998,61-90,4-5
14273.0,51,4,559.9700000000001,31-60,4-5
14274.0,686,1,256.6,180+,1
14275.0,396,6,1189.3799999999999,180+,6+
14276.0,99,7,2102.6800000000007,91-180,6+
14277.0,15,9,17197.61000000001,0-30,6+
14278.0,410,1,205.82999999999996,180+,1
14279.0,521,2,191.86,180+,2-3
14280.0,197,1,134.04,180+,1
14281.0,408,1,245.15,180+,1
14282.0,3,25,7250.760000000011,0-30,6+
14283.0,463,4,628.4400000000002,180+,4-5
14284.0,31,3,1299.6499999999996,31-60,2-3
14285.0,21,8,3284.4199999999996,0-30,6+
14286.0,24,7,8479.760000000004,0-30,6+
14287.0,8,3,176.63,0-30,2-3
14288.0,213,1,426.6,180+,1
14289.0,9,6,911.2599999999999,0-30,6+
14290.0,11,8,4516.56,0-30,6+
14291.0,2,23,7904.099999999995,0-30,6+
14292.0,8,16,9226.249999999993,0-30,6+
14293.0,3,9,2903.0099999999993,0-30,6+
14294.0,407,1,375.3399999999999,180+,1
14295.0,40,5,2362.91,31-60,4-5
14296.0,421,2,456.4,180+,2-3
14297.0,18,4,1305.3299999999997,0-30,4-5
14298.0,8,82,91194.49000000076,0-30,6+
14299.0,8,27,14070.250000000002,0-30,6+
14300.0,19,1,43.2,0-30,1
14301.0,117,4,1992.1800000000005,91-180,4-5
14302.0,431,3,742.9000000000001,180+,2-3
14303.0,407,2,277.94,180+,2-3
14304.0,223,3,1725.01,180+,2-3
14305.0,71,3,1858.9599999999998,61-90,2-3
14306.0,51,6,3151.3999999999996,31-60,6+
14307.0,89,10,4287.920000000001,61-90,6+
14308.0,549,2,1147.02,180+,2-3
14309.0,8,11,3780.810000000002,0-30,6+
14310.0,433,1,492.1000000000001,180+,1
14311.0,243,2,516.45,180+,2-3
14312.0,47,11,3090.290000000001,31-60,6+
14314.0,107,2,229.8,91-180,2-3
14315.0,45,8,3197.8200000000015,31-60,6+
14316.0,422,5,1370.3400000000004,180+,4-5
14317.0,65,1,508.58,61-90,1
14318.0,460,1,158.02000000000004,180+,1
14319.0,424,1,494.84999999999997,180+,1
14320.0,207,5,1346.7500000000005,180+,4-5
14321.0,11,7,2218.06,0-30,6+
14322.0,429,4,474.1,180+,4-5
14323.0,115,2,605.0600000000002,91-180,2-3
14324.0,410,2,701.6100000000001,180+,2-3
14325.0,570,1,245.48,180+,1
14326.0,242,3,940.9800000000001,180+,2-3
14327.0,163,6,1894.9299999999994,91-180,6+
14328.0,438,1,445.05,180+,1
14329.0,17,15,9887.619999999992,0-30,6+
14330.0,624,1,200.63000000000002,180+,1
14331.0,124,2,462.65999999999997,91-180,2-3
14332.0,23,5,1917.4100000000005,0-30,4-5
14333.0,68,1,415.2,61-90,1
14334.0,17,12,4318.480000000001,0-30,6+
14335.0,16,2,454.86,0-30,2-3
14336.0,17,4,1614.9100000000008,0-30,4-5
14338.0,161,3,928.0999999999998,91-180,2-3
14339.0,243,2,620.2699999999999,180+,2-3
14340.0,219,1,134.70000000000002,180+,1
14341.0,45,18,4452.020000000002,31-60,6+
14342.0,21,6,918.44,0-30,6+
14343.0,421,4,1079.6600000000005,180+,4-5
14344.0,127,20,2993.049999999997,91-180,6+
14345.0,39,1,108.98000000000002,31-60,1
14346.0,121,5,2315.749999999999,91-180,4-5
14347.0,737,1,82.60000000000001,180+,1
14348.0,260,1,409.57,180+,1
14349.0,10,1,133.50000000000006,0-30,1
14350.0,274,3,972.03,180+,2-3
14351.0,165,1,51.0,91-180,1
14352.0,157,4,1078.9600000000003,91-180,4-5
14353.0,215,3,376.5,180+,2-3
14354.0,6,2,163.62,0-30,2-3
